-1.3550968,-0.32188514,-0.502059,-1.1240183,-0.58652455,-0.77377,-0.89293987,-0.8511517,-1.0454684,-0.6618614,-1.1090008,-1.3102078,-0.43078297,-1.2255728,-1.4298948,-0.73710114,0.99999994,0.9995794,-0.74288565,0.99999994,0.9994665,-0.77133715,0.99999994,0.93686956,-0.8074473,0.99999946,-0.36786762,-0.81697685,0.99999726,-0.4806823
-1.3550968,-0.32188514,-0.502059,-1.1240183,-0.58653414,-0.77377987,-0.89293987,-0.85117817,-1.0454956,-0.6618614,-1.1132351,-1.3145552,-0.43078297,-1.2269189,-1.4312769,-0.73014003,0.99999994,0.9996683,-0.7351276,0.99999994,0.999622,-0.75615543,0.99999994,0.9757296,-0.791169,0.9999997,-0.3945396,-0.80056906,0.99999857,-0.5450467
-1.3550968,-0.32188514,-0.502059,-1.1240183,-0.5865103,-0.7737554,-0.89293987,-0.8511183,-1.0454342,-0.6618614,-1.1091846,-1.3103964,-0.43078297,-1.2235976,-1.4278668,-0.7241603,0.99999994,0.999448,-0.73226947,0.99999994,0.9992899,-0.7576875,0.99999994,0.93887454,-0.7882552,0.9999995,-0.38780573,-0.80124086,0.9999976,-0.50814855
-1.3550968,-0.32188514,-0.502059,-1.1240183,-0.58651483,-0.77376,-0.89293987,-0.8511316,-1.0454478,-0.6618614,-1.1108056,-1.3120608,-0.43078297,-1.2244065,-1.4286973,-0.72233635,0.99999994,0.9994896,-0.7297435,0.99999994,0.99937075,-0.7529884,0.99999994,0.9537225,-0.78277224,0.9999996,-0.3953064,-0.7955728,0.99999803,-0.52863854
-1.3550968,-0.32188514,-0.502059,-1.1240183,-0.58655906,-0.77380544,-0.89293987,-0.85123277,-1.0455517,-0.6618614,-1.1158502,-1.3172402,-0.43078297,-1.2269952,-1.4313552,-0.7192191,1.0,0.99989814,-0.72551215,1.0,0.9998964,-0.7356699,1.0,0.99937695,-0.76717997,1.0,-0.4179866,-0.7857127,0.99999976,-0.6188134
-1.3550968,-0.32188514,-0.502059,-1.1240183,-0.58656466,-0.77381116,-0.89293987,-0.851244,-1.0455632,-0.6618614,-1.1158956,-1.3172868,-0.43078297,-1.2234303,-1.427695,-0.7135957,1.0,0.99994975,-0.72408307,1.0,0.99994826,-0.7338927,1.0,0.9996926,-0.77023804,1.0,-0.45132938,-0.78526115,0.99999976,-0.71783406
-1.3550968,-0.32188514,-0.502059,-1.1240183,-0.5865643,-0.7738108,-0.89293987,-0.85124326,-1.0455625,-0.6618614,-1.115893,-1.3172841,-0.43078297,-1.2237087,-1.427981,-0.71084297,1.0,0.99994665,-0.7211034,1.0,0.9999451,-0.7309986,1.0,0.99967474,-0.7657181,1.0,-0.44873315,-0.780348,0.99999976,-0.7179862
-1.3550968,-0.32188514,-0.502059,-1.1240183,-0.5865381,-0.7737839,-0.89293987,-0.8511874,-1.0455052,-0.6618614,-1.1139598,-1.3152993,-0.43078297,-1.227939,-1.4323243,-0.71014345,1.0,0.99970454,-0.71394134,1.0,0.9996712,-0.7328222,1.0,0.98233706,-0.76561046,0.99999976,-0.39181206,-0.7732511,0.9999989,-0.55486774
-1.3550968,-0.32188514,-0.502059,-1.1240183,-0.586564,-0.7738105,-0.89293987,-0.85124266,-1.0455619,-0.6618614,-1.1158911,-1.3172822,-0.43078297,-1.2240835,-1.4283657,-0.70807326,1.0,0.99994385,-0.71813536,1.0,0.99994224,-0.72806036,1.0,0.9996634,-0.7608362,1.0,-0.44525546,-0.7749944,0.99999976,-0.71901315
-1.3550968,-0.32188514,-0.502059,-1.1240183,-0.5865653,-0.7738119,-0.89293987,-0.85124534,-1.0455647,-0.6618614,-1.1159009,-1.3172923,-0.43078297,-1.2223151,-1.4265499,-0.70602006,1.0,0.999956,-0.71739364,1.0,0.9999547,-0.7272511,1.0,0.999729,-0.7615571,1.0,-0.4616784,-0.77642673,0.9999998,-0.72078323
-1.3550968,-0.32188514,-0.502059,-1.1240183,-0.58656394,-0.77381045,-0.89293987,-0.8512426,-1.0455618,-0.6618614,-1.1158916,-1.3172827,-0.43078297,-1.2241471,-1.428431,-0.7074494,1.0,0.99994344,-0.7174683,1.0,0.9999418,-0.72738916,1.0,0.99966806,-0.7593379,1.0,-0.44467196,-0.77289665,0.9999998,-0.7207793
-1.3550968,-0.32188514,-0.502059,-1.1240183,-0.5865644,-0.773811,-0.89293987,-0.85124356,-1.0455627,-0.6618614,-1.115895,-1.3172863,-0.43078297,-1.2234693,-1.4277351,-0.70665014,1.0,0.9999479,-0.71690965,1.0,0.99994636,-0.72645664,1.0,0.9996909,-0.7589802,1.0,-0.4509642,-0.77171016,0.9999998,-0.7207067
-1.3550968,-0.32188514,-0.502059,-1.1240183,-0.5865645,-0.773811,-0.89293987,-0.8512437,-1.0455629,-0.6618614,-1.1158955,-1.3172867,-0.43078297,-1.2233607,-1.4276235,-0.7062773,1.0,0.9999484,-0.7165878,1.0,0.99994683,-0.7261283,1.0,0.99969417,-0.75846004,1.0,-0.45197132,-0.7710096,0.9999998,-0.7208501
